models,delta,spacing,nds,c_1.2.5.0.2.0,c_1.2.5.0.2.1,c_1.2.5.0.2.2,c_1.2.5.0.2.3,score
1.2.5.0.2.0,3.521275264972701e-05,0.005837500804074376,11,0.0,0.5,0.7777777777777778,0.7,3
1.2.5.0.2.1,0.1652854458196033,0.2878281224110565,12,0.45454545454545453,0.0,0.6666666666666666,0.5,2
1.2.5.0.2.2,4.2668922916766494e-05,0.006305270089279413,9,0.18181818181818182,0.25,0.0,0.4,0
1.2.5.0.2.3,3.8595591297744626e-05,0.006084152214265555,10,0.2727272727272727,0.4166666666666667,0.5555555555555556,0.0,1
