models,delta,spacing,nds,c_1.0.2.0.0.1,c_1.0.2.0.1.1,c_1.0.2.0.2.1,c_1.0.2.0.3.1,c_1.0.2.0.4.1,c_1.0.2.0.5.1
1.0.2.0.0.1,0.0,0.0,2,0.0,0.0,0.5,0.0,0.0,0.0
1.0.2.0.1.1,0.0,0.0,2,1.0,0.0,1.0,0.5,0.0,0.0
1.0.2.0.2.1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0
1.0.2.0.3.1,0.0,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0
1.0.2.0.4.1,1.0202470226428062e-06,0.0010065354860708592,3,1.0,0.5,1.0,0.5,0.0,0.0
1.0.2.0.5.1,0.0,0.0,2,1.0,0.5,1.0,0.5,0.3333333333333333,0.0
