models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8985426591927032,0.03757321917352057,5,0.11987441496137667,0.0,0.0,0.0,0.0,0.0,0
B,0.9159656948772154,0.02992682769738979,8,0.148032679070993,1.0,0.0,0.2857142857142857,0.14285714285714285,0.0,2
C,0.9209478114659276,0.01834501386884602,7,0.0939708174312131,1.0,0.25,0.0,0.35714285714285715,0.0,2
D,0.828810611592878,0.007298258463646667,14,0.23891166500324879,1.0,0.5,0.2857142857142857,0.0,0.0,2
E,0.920674558617419,0.10657159417152175,23,0.6637029945685843,1.0,1.0,1.0,1.0,0.0,4
