models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.7615773134708618,0.7684210599639467,9.18384320038842e-05,6,0.012022543189140523,0.0,0.0,0.0,0.0,0.0,0
B,0.8529361116171156,0.6691729475276956,0.00020371687720335414,8,0.02173330132933097,1.0,0.0,0.3333333333333333,0.4166666666666667,0.05,3
C,0.5522680598814291,0.6184210630901777,0.00017121643376617556,9,0.022158068600898646,1.0,0.25,0.0,0.4166666666666667,0.0,2
D,0.3807886743511019,0.5071770804412423,0.5773197692144805,12,0.03389837499307996,1.0,0.25,0.3333333333333333,0.0,0.0,1
E,0.00019202993426013911,6.556556318431886e-06,0.00045825082196940145,20,0.06289573955521942,1.0,0.875,0.6666666666666666,0.8333333333333334,0.0,4
