models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9404638134894581,0.003486152757909843,8,0.7417695792425292,122.47213292121887,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0
NetKeys,0.9842665457089802,0.0016208253544820288,4,0.8118758321785717,133.67034530639648,1.0,0.0,0.8888888888888888,1.0,0.5714285714285714,0.0,4
Prim,0.9635410102282634,0.01803803369928586,9,0.7841930797407785,106.2883791923523,1.0,0.0,0.0,0.7142857142857143,0.42857142857142855,0.0,3
Kruskal,0.9822328537884953,0.04770816585626251,7,0.78838712620815,115.67894411087036,0.625,0.0,0.0,0.0,0.2857142857142857,0.0,1
HMOEA,0.8399961674885498,0.008471361334943724,7,0.8983221353383012,329.2635545730591,0.5,0.5,0.2222222222222222,0.5714285714285714,0.0,0.0,2
GPrim,0.9711961076364052,0.04889977994281311,23,0.9589287971891057,183.93896293640137,1.0,1.0,1.0,1.0,1.0,0.0,5
