models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.050034138493355126,0.8411794115346537,0.05808452382079223,6,0.18680479284728435,0.0,0.0,0.0,0.0,0.0,0
B,0.03218294241560967,0.7150441843375611,0.03347114221524901,11,0.3336659928063386,1.0,0.0,0.1111111111111111,0.18181818181818182,0.0,1
C,0.04644158263199031,0.7720866819099075,0.000917976295244992,9,0.21285468429116852,1.0,0.45454545454545453,0.0,0.36363636363636365,0.05,3
D,0.03717667848312376,0.7260420832521797,0.030416256049378556,11,0.29269532416936667,1.0,0.5454545454545454,0.3333333333333333,0.0,0.05,2
E,0.016971501055643354,0.643635624235395,0.11767283244602496,20,0.8065317524701692,1.0,0.7272727272727273,0.5555555555555556,0.6363636363636364,0.0,4
