Instance,1.6.2.0.0.1_0.5-mean,1.6.2.0.0.1_0.5-std,1.6.2.0.1.1_0.6-mean,1.6.2.0.1.1_0.6-std,1.6.2.0.2.1_0.7-mean,1.6.2.0.2.1_0.7-std,1.6.2.0.3.1_0.8-mean,1.6.2.0.3.1_0.8-std,1.6.2.0.4.1_0.9-mean,1.6.2.0.4.1_0.9-std,1.6.2.0.5.1_1.0-mean,1.6.2.0.5.1_1.0-std
small_ga-dem1_r25_1_0,0.0625,0.013,0.0588,9.1e-03,0.071,7.8e-03,0.072,0.015,0.0831,0.015,\textbf{0.0877},0.015
small_ga-dem4_r25_1_40,0.0622,0.025,0.0573,0.021,0.0624,0.019,0.0595,0.023,\textbf{0.0732},0.031,0.0419,0.019
small_no-dem2_r25_1_40,0.0523,0.03,0.0365,0.02,0.0342,0.024,0.0487,0.02,0.0418,0.023,\textbf{0.0531},0.025
small_no-dem3_r25_1_0,0.049,0.011,0.0488,7.5e-03,0.0522,0.012,0.0648,0.019,0.061,0.013,\textbf{0.073},0.011
small_uu-dem4_r25_1_0,0.0451,0.014,0.0473,0.017,0.0457,5.7e-03,0.0514,0.012,0.0526,0.011,\textbf{0.0668},9.3e-03
