Instance,1.6.2.0.0.1_0.5-mean,1.6.2.0.0.1_0.5-std,1.6.2.0.1.1_0.6-mean,1.6.2.0.1.1_0.6-std,1.6.2.0.2.1_0.7-mean,1.6.2.0.2.1_0.7-std,1.6.2.0.3.1_0.8-mean,1.6.2.0.3.1_0.8-std,1.6.2.0.4.1_0.9-mean,1.6.2.0.4.1_0.9-std,1.6.2.0.5.1_1.0-mean,1.6.2.0.5.1_1.0-std
small_ga-dem1_r25_1_0,0.757,0.046,0.739,0.035,0.753,0.047,0.727,0.03,\textbf{0.706},0.045,0.737,0.071
small_ga-dem4_r25_1_40,0.904,0.029,0.904,0.022,0.908,0.035,0.899,0.052,\textbf{0.881},0.038,0.913,0.038
small_no-dem2_r25_1_40,0.941,0.043,0.953,0.02,0.959,0.026,0.941,0.028,0.944,0.032,\textbf{0.918},0.032
small_no-dem3_r25_1_0,0.807,0.023,0.794,0.038,0.798,0.026,0.759,0.025,0.754,0.025,\textbf{0.748},0.024
small_uu-dem4_r25_1_0,0.811,0.033,0.801,0.045,0.796,0.027,0.797,0.021,\textbf{0.784},0.049,0.804,0.025
