models,delta,spacing,onvg,hypervolume,c_1.6.4.0.0.1_0.5,c_1.6.4.0.1.1_0.6,c_1.6.4.0.2.1_0.7,c_1.6.4.0.3.1_0.8,c_1.6.4.0.4.1_0.9,c_1.6.4.0.5.1_1.0,score
1.6.4.0.0.1_0.5,0.8324155564203709,0.13933083214083034,8.1,0.03827895035494501,0.0,0.4580158730158731,0.4692857142857143,0.35058080808080805,0.40714285714285714,0.4261904761904762,2.7
1.6.4.0.1.1_0.6,0.8375152706562365,0.06674302032846922,7.8,0.03753674128983948,0.34938311688311685,0.0,0.2893253968253968,0.1979978354978355,0.3488095238095238,0.3948412698412699,1.8
1.6.4.0.2.1_0.7,0.8353785207702726,0.15131619371642013,7.9,0.04009496107308298,0.3535281385281385,0.5444047619047618,0.0,0.4038311688311689,0.4267857142857143,0.4754365079365079,2.6
1.6.4.0.3.1_0.8,0.8237220302924826,0.06958173839473246,8.5,0.04363182020304871,0.42307359307359305,0.6457539682539684,0.45357142857142857,0.0,0.39107142857142857,0.45031746031746034,2.8
1.6.4.0.4.1_0.9,0.8465201563292839,0.13296571460555495,7.3,0.03614707458998201,0.3995490620490621,0.5139285714285714,0.44761904761904764,0.36752886002886004,0.0,0.4604365079365079,2.5
1.6.4.0.5.1_1.0,0.8452340323937377,0.16603966740060191,8.0,0.03951584070458548,0.31826118326118324,0.4007142857142857,0.285,0.30840187590187595,0.31071428571428567,0.0,2.3
