models,delta,spacing,onvg,hypervolume,c_1.6.6.0.4.0,c_1.6.6.0.4.1,c_1.6.6.0.4.2,c_1.6.6.0.4.3,c_1.6.6.0.4.4,c_1.6.6.0.4.5,c_1.6.6.0.4.6,c_1.6.6.0.4.7,score
1.6.6.0.4.0,0.897435918435531,0.0005388620902165419,5,0.05079315021169694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.1,0.897435918435531,0.0005388620902165419,5,0.05079315021169694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.2,0.897435918435531,0.0005388620902165419,5,0.05079315021169694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.3,0.897435918435531,0.0005388620902165419,5,0.05079315021169694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.4,0.897435918435531,0.0005388620902165419,5,0.05079315021169694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.5,0.897435918435531,0.0005388620902165419,5,0.05079315021169694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.6,0.8974359175036817,0.0005483801514542818,5,0.050993170211696935,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,7
1.6.6.0.4.7,0.897435918435531,0.0005388620902165419,5,0.05079315021169694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
