models,delta,spacing,nds,c_1.2.2.0.1.0,c_1.2.2.0.1.1,c_1.2.2.0.1.2,c_1.2.2.0.1.3,score
1.2.2.0.1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0
1.2.2.0.1.1,3.597489757571163e-06,0.0019854799614560654,4,0.5,0.0,1.0,0.3333333333333333,3
1.2.2.0.1.2,0.0,0.0,2,0.5,0.0,0.0,0.3333333333333333,2
1.2.2.0.1.3,3.000000118744631,3.4651488625458082,3,0.0,0.0,0.0,0.0,0
