models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9794451965264396,0.012911326029605635,7,0.06984130040379734,0.0,0.0,0.0,0.0,0.0,0
B,0.9232019047676556,0.0115212141807122,14,0.20632065717095102,0.7142857142857143,0.0,0.0,0.0,0.0,1
C,0.9503503493009055,0.003937257336162103,10,0.07773419698422879,1.0,0.6428571428571429,0.0,0.2631578947368421,0.0,2
D,0.947164532254851,0.004813387967248032,19,0.14833409465765365,1.0,1.0,0.5,0.0,0.0,3
E,0.7808378132575032,0.002910866337798996,98,0.39353513511413,1.0,1.0,1.0,1.0,0.0,4
