models,delta,spacing,onvg,hypervolume,c_1.6.9.0.0.1_0.5,c_1.6.9.0.1.1_0.6,c_1.6.9.0.2.1_0.7,c_1.6.9.0.3.1_0.8,c_1.6.9.0.4.1_0.9,c_1.6.9.0.5.1_1.0,score
1.6.9.0.0.1_0.5,0.5128220250600543,0.0018210572813061137,20,0.4039504889097293,0.0,0.5,0.3684210526315789,0.55,0.8461538461538461,0.6153846153846154,4
1.6.9.0.1.1_0.6,0.5128210468216852,0.0006378202204894996,20,0.2575056165923394,0.25,0.0,0.2631578947368421,0.35,0.46153846153846156,0.46153846153846156,2
1.6.9.0.2.1_0.7,0.5612534320951108,0.001857925479316013,19,0.4039009653601029,0.5,0.55,0.0,0.6,0.8461538461538461,0.6923076923076923,5
1.6.9.0.3.1_0.8,0.5128220245498386,0.0018188642525466929,20,0.4038346658811218,0.35,0.5,0.21052631578947367,0.0,0.6923076923076923,0.5384615384615384,3
1.6.9.0.4.1_0.9,0.6923078156090896,0.00011499257650388052,13,0.10851474175259841,0.1,0.15,0.05263157894736842,0.15,0.0,0.23076923076923078,0
1.6.9.0.5.1_1.0,0.6923077928021564,5.298733254639745e-05,13,0.1019847106975442,0.05,0.2,0.10526315789473684,0.1,0.38461538461538464,0.0,1
