models,delta,spacing,nds,hypervolume,c_1.2.1.0.0.0,c_1.2.1.0.0.1,c_1.2.1.0.0.2,c_1.2.1.0.0.3,score
1.2.1.0.0.0,0.6122448003176161,0.35341991457988053,8,0.28701591373090357,0.0,1.0,1.0,1.0,3
1.2.1.0.0.1,inf,inf,1,,0.0,0.0,0.0,0.0,0
1.2.1.0.0.2,inf,inf,1,,0.0,0.0,0.0,0.0,0
1.2.1.0.0.3,0.44444429738953445,0.37782643004804506,7,0.22678983118021023,0.0,1.0,1.0,0.0,2
