models,delta,spacing,nds,c_0.2.5.0.0.0,c_0.2.5.0.0.1,c_0.2.5.0.0.2,c_0.2.5.0.0.3,c_0.2.5.0.0.4,c_0.2.5.0.0.5,score
0.2.5.0.0.0,0.21875000300878086,0.00017439474486175197,9,0.0,0.125,0.2,0.3333333333333333,0.4444444444444444,0.6,2
0.2.5.0.0.1,2.572011653815106e-07,0.0004953570062490758,8,0.4444444444444444,0.0,1.0,0.3333333333333333,0.5555555555555556,0.3,3
0.2.5.0.0.2,5.883721870825198e-08,0.00023409098851728732,5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.4444444444444444,0.2,2
0.2.5.0.0.3,4.571894671179244e-08,0.00021922780212615777,9,0.4444444444444444,0.375,0.4,0.0,0.6666666666666666,0.6,5
0.2.5.0.0.4,0.21874998757996147,0.00013094840105754336,9,0.3333333333333333,0.0,0.2,0.1111111111111111,0.0,0.4,0
0.2.5.0.0.5,0.39506172247943455,0.6324280144678114,10,0.3333333333333333,0.375,0.6,0.4444444444444444,0.5555555555555556,0.0,3
