models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9730271251530644,0.01567949310194164,6,0.0537255991885531,0.0,0.0,0.0,0.0,0.0,0
B,0.9273632732105399,0.01587347580406624,12,0.17058202606886388,1.0,0.0,0.0,0.0,0.0,1
C,0.9926424963647792,0.027527021426587348,9,0.08767836509599936,1.0,0.6666666666666666,0.0,0.2857142857142857,0.0,3
D,0.9704333702881951,0.005115159174891007,14,0.1236225092295257,1.0,1.0,0.2222222222222222,0.0,0.0,2
E,0.7668565617091974,0.002510648731519455,97,0.39418234525815843,1.0,1.0,1.0,1.0,0.0,4
