models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9155039692351911,0.02582675567883979,8,0.12841904560717793,24.357356309890747,0.0,0.0,0.0,0.0,0.0,0
B,0.8811006668514393,0.006344133578373505,9,0.11190348635734661,23.784092903137207,1.0,0.0,0.8571428571428571,0.16666666666666666,0.0,2
C,0.9067913113560272,0.018012623021976242,7,0.11591023236397731,28.11301565170288,1.0,0.1111111111111111,0.0,0.0,0.0,1
D,0.931516037758,0.0025186717398626487,6,0.07922916326382083,31.427528619766235,1.0,0.4444444444444444,1.0,0.0,0.0,3
E,0.7082585403121224,0.009144800838200415,22,0.3064713519442094,40.86068940162659,1.0,1.0,1.0,1.0,0.0,4
