models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.05419377839056892,0.8838885463239995,0.09240308795760374,4,0.16656397202422732,0.0,0.0,0.0,0.0,0.0,0
B,0.039338059746110515,0.7163827158796106,0.014267806723607796,11,0.27419621438567016,1.0,0.0,0.16666666666666666,0.14285714285714285,0.0,1
C,0.03214798768829892,0.6868698085628115,0.03284453086972147,12,0.3326213904123438,1.0,0.7272727272727273,0.0,0.2857142857142857,0.0,2
D,0.028444516414461184,0.6245564561349072,0.0234937182250605,14,0.37910971494707785,1.0,0.8181818181818182,0.3333333333333333,0.0,0.05,3
E,0.016940077837497427,0.6433557223973941,0.1177208267471912,20,0.8063827835285131,1.0,1.0,0.5,0.5714285714285714,0.0,4
