models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.6082762713817488,0.719298214030105,0.377866442239618,7,0.02147475519376113,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.6204836917617905,0.5263158262684807,8.338738699136035e-05,10,0.020843213527643387,1.0,0.0,0.23076923076923078,0.0,0.0,0.0,1
C,0.33166249234967154,0.3684211104054077,0.00021937432257996197,13,0.029710521804698367,1.0,0.7,0.0,0.1,0.05,0.0,2
D,0.7228416196905922,0.5263158411330646,0.00030725026564252806,10,0.028615274451533362,1.0,0.9,0.38461538461538464,0.0,0.0,0.0,3
E,6.633249580710803e-05,6.43888342103327e-06,0.00045892917958698256,20,0.06289744337542472,1.0,1.0,0.46153846153846156,0.7,0.0,0.05,4
F,6.632258053988649e-05,6.492738098725278e-06,0.0004586429885309988,20,0.06288444484455064,1.0,1.0,0.46153846153846156,0.7,0.15,0.0,5
