models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.03704524188396619,0.804178969023541,0.01326586370312451,7.9,0.6806619313163425,19.05598964691162,0.0,0.30477272727272725,0.10686979686979685,0.11075757575757576,0.4348484848484849,0.0,1.2
NetKeys,0.03910908103306018,0.7940824859156198,0.01138439813680607,8.3,0.7317861384052577,24.971139001846314,0.48165584415584417,0.0,0.13475191475191475,0.1875,0.5347474747474747,0.005,2.0
Prim,0.032992078351263394,0.7446297981121017,0.00782281316365922,9.9,0.7098395545270482,17.24975519180298,0.7721320346320346,0.6523593073593072,0.0,0.33568181818181814,0.5962626262626263,0.03,3.6
Kruskal,0.036075923913691035,0.7735129311836919,0.007406153369158439,8.9,0.7009690733275331,21.804288935661315,0.8016233766233766,0.6047546897546897,0.31263320013320006,0.0,0.6011111111111112,0.01,3.1
HMOEA,0.03911799216120749,0.756713576599862,0.02228344659680638,9.9,0.8438956491704847,35.1084281206131,0.12278138528138527,0.1971176046176046,0.07249750249750249,0.04722222222222222,0.0,0.06,0.1
GPrim,0.00027174917617795575,0.5369663471529027,0.04931540359160942,20.0,0.8838130848833942,23.89123430252075,0.9432900432900432,0.95479797979798,0.6016697191697191,0.6215656565656567,0.8712121212121213,0.0,5.0
