models,delta,spacing,nds,c_1.2.5.0.0.0,c_1.2.5.0.0.1,c_1.2.5.0.0.2,c_1.2.5.0.0.3,score
1.2.5.0.0.0,5.765376522008185e-06,0.002081423770635604,7,0.0,0.6666666666666666,1.0,0.5714285714285714,3
1.2.5.0.0.1,1.0000008140961216,1.0135986933680283,9,0.2857142857142857,0.0,1.0,0.14285714285714285,1
1.2.5.0.0.2,inf,inf,1,0.0,0.0,0.0,0.0,0
1.2.5.0.0.3,0.8333311691842339,1.1330965999417184,7,0.2857142857142857,0.4444444444444444,1.0,0.0,2
