models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9102564119846962,5.6560571557539924e-05,5,0.026592371180554984,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.7692307897396616,2.2884808840166905e-05,10,0.04339775233609819,1.0,0.0,0.6666666666666666,0.3076923076923077,0.0,0.0,2
C,0.7948718099189762,7.422538311572543e-05,9,0.03759163838406204,1.0,0.1,0.0,0.07692307692307693,0.0,0.0,1
D,0.6923077333880933,0.00017125552249162734,13,0.07406549581663152,1.0,0.5,0.7777777777777778,0.0,0.0,0.0,3
E,0.46154137144222224,0.0008876289061151156,22,0.21139440540342314,1.0,1.0,1.0,1.0,0.0,0.21739130434782608,4
F,0.4592099341384338,0.208452405747972,23,0.2196669935655768,1.0,1.0,1.0,1.0,0.5454545454545454,0.0,5
