models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9108209984193336,0.025514123309922296,4,0.07901369743352948,0.0,0.0,0.0,0.0,0.0,0
B,0.9692968550082236,0.025877511418278997,3,0.043451218214277665,1.0,0.0,1.0,0.0,0.0,2
C,0.9470524442602636,0.07077739696336503,5,0.12880730842955396,1.0,0.0,0.0,0.0,0.0,1
D,0.9595384730905626,0.023304483302339765,3,0.05596053642724628,1.0,0.3333333333333333,0.6,0.0,0.0,3
E,0.8934197527562473,0.05620120940483746,8,0.2489356153293068,1.0,1.0,1.0,1.0,0.0,4
