models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9545967846098399,0.014128310518938486,6,0.08079237357196081,0.0,0.0,0.0,0.0,0.0,0
B,0.9220136546527736,0.006014596671967297,17,0.12931151229100468,1.0,0.0,0.38461538461538464,0.058823529411764705,0.0,2
C,0.9181140147691917,0.008271928734545842,13,0.12823991344183544,1.0,0.23529411764705882,0.0,0.0,0.0,1
D,0.9108067962797817,0.012237849258271902,17,0.15837151118260734,1.0,0.5882352941176471,0.5384615384615384,0.0,0.0,3
E,0.9507091049434876,0.06475630311007126,67,0.8295362432497251,1.0,1.0,1.0,1.0,0.0,4
