models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7368421347246387,9.273325529807693e-05,6,0.01993176447327144,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.5789474733344127,0.00013815734734989724,9,0.03488173686665031,1.0,0.0,0.125,0.2,0.0,0.0,1
C,0.6691729901042682,6.23447366302282e-05,8,0.03150111299667492,1.0,0.4444444444444444,0.0,0.4,0.0,0.0,3
D,0.5263159085307074,0.00013562723593314992,10,0.039123030462915584,1.0,0.6666666666666666,0.375,0.0,0.10526315789473684,0.1,2
E,0.052636472896664885,0.0009034697309807995,19,0.12257855029132543,1.0,1.0,0.875,0.8,0.0,0.3,4
F,1.6604019852233588e-05,0.0009116968327012625,20,0.12661486408167344,1.0,1.0,1.0,0.8,0.3684210526315789,0.0,5
