models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.17793391564135516,0.0007073454306920098,34,0.2591241512423183,0.0,0.24,0.3142857142857143,0.2,1
"1.6.9.0.4.1_(0.8, 0.2)",0.408119699892384,3.601941730961481e-05,25,0.10190301046295222,0.11764705882352941,0.0,0.22857142857142856,0.11428571428571428,1
"1.6.9.0.4.2_(0.8, 0.1)",0.12820662228957402,0.0006944178131721373,35,0.2594123384405759,0.35294117647058826,0.2,0.0,0.2,1
"1.6.9.0.4.3_(0.7, 0.2)",0.1282075346403454,0.0006975943347388018,35,0.2586295787758214,0.3235294117647059,0.36,0.5142857142857142,0.0,3
