models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9473389951686032,0.008919803282467264,5,0.07410559976170594,0.0,0.0,0.0,0.0,0.0,0
B,0.9367855602253747,0.005794677303206863,10,0.08226115790234972,1.0,0.0,0.75,0.5,0.0,3
C,0.9933301920289564,0.004423709838624674,4,0.05505315708132824,1.0,0.1,0.0,0.3125,0.0,2
D,0.8906425541275697,0.010650806597564984,16,0.19423955844250126,1.0,0.1,0.0,0.0,0.0,1
E,0.9518741995790919,0.06385249713780061,69,0.799355954042474,1.0,1.0,1.0,1.0,0.0,4
