models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9585231345934137,0.017320508075688787,4,0.043112958603359036,124.25165510177612,0.0,0.0,0.0,0.0,0.0,0
B,0.9531068410549228,0.0,2,0.0346099213937479,162.92537450790405,0.75,0.0,1.0,0.0,0.0,2
C,0.9506965204611465,0.0,2,0.0362509808198206,110.94222402572632,0.5,0.0,0.0,0.0,0.0,1
D,1.0,inf,1,0.0,160.50441670417786,0.75,0.5,1.0,0.0,0.0,3
E,0.9066240631398769,0.1832523165316075,6,0.42474349165704284,231.95012712478638,1.0,1.0,1.0,1.0,0.0,4
