models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.04784171278701651,0.7520333801270076,0.03631939252388805,9,0.6757245801609199,18.811374187469482,0.0,0.13333333333333333,0.0,0.0,0.0,0
NetKeys,0.017948715029762783,0.7346848573872132,0.12003416073032483,15,0.7593125778946517,22.54481840133667,0.7777777777777778,0.0,0.0,0.0,0.0,1
Prim,0.05568111927525431,0.7338318964268382,0.0007663448497485062,10,0.607016239344719,18.056787729263306,0.7777777777777778,0.4666666666666667,0.0,0.0,0.0,2
Kruskal,0.05504785180635911,0.7727391019183454,0.0006293170642817199,9,0.6911953054022979,20.618091106414795,1.0,0.6666666666666666,0.6,0.0,0.0,3
GPrim,0.00015428886257987679,0.643244939547616,0.11756650482834026,20,0.7937158185940381,25.38612389564514,1.0,1.0,0.6,0.5555555555555556,0.0,4
