models,delta,spacing,onvg,hypervolume,c_1.6.1.0.4.0_0.05,c_1.6.1.0.4.1_0.1,c_1.6.1.0.4.2_0.15,c_1.6.1.0.4.3_0.2,c_1.6.1.0.4.4_0.3,c_1.6.1.0.4.5_0.4,c_1.6.1.0.4.6_0.5,score
1.6.1.0.4.0_0.05,0.7977208124519767,0.3162285988006107,10,0.04789346468603319,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.1_0.1,0.8290598412628485,0.9486670070537818,10,0.05517203119186697,0.7,0.0,0.7,0.7,0.7,0.7,0.7,6
1.6.1.0.4.2_0.15,0.7977208124519767,0.3162285988006107,10,0.04789346468603319,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.3_0.2,0.7977208124519767,0.3162285988006107,10,0.04789346468603319,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.4_0.3,0.7977208124519767,0.3162285988006107,10,0.04789346468603319,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.5_0.4,0.7977208124519767,0.3162285988006107,10,0.04789346468603319,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0
1.6.1.0.4.6_0.5,0.7977208124519767,0.3162285988006107,10,0.04789346468603319,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0
