models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.049763331874851935,0.7956117240788286,0.0011181836967879993,8,0.655757558572745,17.44487237930298,0.0,0.0,0.1111111111111111,0.0,0.0,0
NetKeys,0.04325853863306334,0.74567186015505,0.022301885828433555,9,0.7394896278772697,23.437528610229492,0.75,0.0,0.2222222222222222,0.125,0.0,1
Prim,0.0451347214162029,0.7659924472622335,0.013261735983874312,9,0.6124972028909974,18.11593532562256,0.5,0.2222222222222222,0.0,0.25,0.0,1
Kruskal,0.0498544553385527,0.795756448259976,0.013829498885610561,8,0.6601922642223058,19.611774921417236,0.875,0.6666666666666666,0.4444444444444444,0.0,0.0,3
GPrim,0.00045499483674341724,0.6013895633220258,0.0937049234828723,20,0.825262402313979,25.064656496047974,1.0,0.8888888888888888,0.4444444444444444,0.625,0.0,4
