models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9133571613915756,0.010998501372443008,13,0.7551112365018527,59.25216031074524,0.0,0.0,0.0,0.0,0.5,0.0,1
NetKeys,0.9617099204127217,0.024097916226940283,8,0.8048652608500341,113.13896608352661,0.7692307692307693,0.0,0.3333333333333333,0.16666666666666666,0.7,0.0,2
Prim,0.9469385335337389,0.004523458899789577,12,0.7571841182295421,72.3234441280365,1.0,0.375,0.0,0.05555555555555555,0.6,0.0,3
Kruskal,0.9037416636391583,0.013072574814726439,18,0.8992899983946713,81.16432690620422,0.8461538461538461,0.625,0.6666666666666666,0.0,0.9,0.0,4
HMOEA,0.8422406743455823,0.024147288100193877,10,0.9104851126965189,294.8628294467926,0.38461538461538464,0.0,0.0,0.05555555555555555,0.0,0.0,0
GPrim,0.792953953680239,0.0284736439197761,64,0.9673040395429816,96.40962600708008,1.0,1.0,1.0,1.0,1.0,0.0,5
