Instance,HMOEA-mean,HMOEA-std,Prufer-mean,Prufer-std,NetKeys-mean,NetKeys-std,Prim-mean,Prim-std,Kruskal-mean,Kruskal-std,GPrim-mean,GPrim-std
NIn9_r25,0.908819042649544,0.0012467015275112946,0.737330834323471,0.015359368752423355,0.7881262305768739,0.020043700983805774,0.732837497052942,0.013066468857097844,0.8900305795030976,0.019263766250223358,0.9639733507945476,0.00643744152890504
NIn9_r30,0.9223759207915958,0.0006335099442064827,0.6991478557772336,0.0116079077126153,0.7698017999400806,0.03589607259343141,0.7049925109868936,0.01714606529717168,0.8595031677577916,0.020502314253521142,0.9755220378015805,0.00025926146308371124
NIn9_r35,0.9296442585880322,0.00026071250995857186,0.6844895015485009,0.013625545509799922,0.7643152814986782,0.011808674178536045,0.6855603582073706,0.011184686689655292,0.8504660627146963,0.030816503374920635,0.9784598443617194,0.0080798478601971
NIn9_r40,0.9335818990848537,0.00018722365962630627,0.6753375610458844,0.011541968232628307,0.7652249805973913,0.028471824080453716,0.6968352050391537,0.0112670512518683,0.8402303189093121,0.026827587232143107,0.9826980730171708,0.003575146095307093
NIn15_r25,0.7406034586213268,0.02454904494669765,0.6080186088324899,0.03778837885371773,0.6209847559145079,0.029688730172102225,0.6709450118022162,0.01608730453117675,0.7187952028319654,0.0456023773811444,0.8986999522516588,0.0013373199269492413
NIn15_r30,0.8680546284657863,0.004185495740670963,0.6395843226064436,0.013724323764030702,0.6981367772125806,0.04760791630761254,0.7206518731697746,0.01840640981473599,0.7522827233991795,0.025050933635911293,0.9520009592140479,0.0019925588979668885
NIn15_r35,0.8996286474522461,0.0016622520484317848,0.6391571696616561,0.02060583004160694,0.7359707092442542,0.027190820849223068,0.7313285493249934,0.030390064671424678,0.7738698336358768,0.03232760545405326,0.9689222819106709,0.0011326048674705814
NIn15_r40,0.9140050602736427,0.0018489189441440828,0.6417774134646202,0.007365452049230983,0.767911158014749,0.02343974363193259,0.7174571886822868,0.01666681443999373,0.7757646712427695,0.0367763040745358,0.9772714881434915,0.00047803968202601713
