Instance,Prufer-mean,Prufer-std,NetKeys-mean,NetKeys-std,Prim-mean,Prim-std,Kruskal-mean,Kruskal-std,GPrim-mean,GPrim-std
NIn9,11.1,$\pm$2.8,11.9,$\pm$1.8,12.9,$\pm$2.8,16.7,$\pm$2.7,\textbf{91.4},$\pm$1.8
NIn9,10.9,$\pm$2.3,11.8,$\pm$2,10.9,$\pm$1.2,15.2,$\pm$2.6,\textbf{71.8},$\pm$3.6
NIn9,10.4,$\pm$1.5,10.6,$\pm$1.8,11.6,$\pm$2.1,15.3,$\pm$2.4,\textbf{92.2},$\pm$1.7
NIn9,10.8,$\pm$2.2,10.5,$\pm$3,11.4,$\pm$2.2,17.7,$\pm$2.7,\textbf{91.1},$\pm$1.6
NIn15,5,$\pm$1.7,2.3,$\pm$1.1,3.1,$\pm$1.9,2.4,$\pm$0.66,\textbf{10.7},$\pm$1.7
NIn15,5.8,$\pm$2.4,3.2,$\pm$1.7,4.8,$\pm$2,2.1,$\pm$0.7,\textbf{12.2},$\pm$0.87
NIn15,3.7,$\pm$1,1.9,$\pm$0.54,3,$\pm$1.4,2,$\pm$0.89,\textbf{6},$\pm$0
NIn15,4.5,$\pm$1.8,3.3,$\pm$1.4,5.4,$\pm$1.9,3,$\pm$1.8,\textbf{11.9},$\pm$1.2
