Instance,Prufer-mean,Prufer-std,NetKeys-mean,NetKeys-std,Prim-mean,Prim-std,Kruskal-mean,Kruskal-std,GPrim-mean,GPrim-std
NIn9_r25,0.737,$\pm$0.015,0.788,$\pm$0.02,0.733,$\pm$0.013,0.89,$\pm$0.019,\textbf{0.964},$\pm$6.4e-3
NIn9_r30,0.699,$\pm$0.012,0.77,$\pm$0.036,0.705,$\pm$0.017,0.86,$\pm$0.021,\textbf{0.976},$\pm$2.6e-4
NIn9_r35,0.684,$\pm$0.014,0.764,$\pm$0.012,0.686,$\pm$0.011,0.85,$\pm$0.031,\textbf{0.978},$\pm$8.1e-3
NIn9_r40,0.675,$\pm$0.012,0.765,$\pm$0.028,0.697,$\pm$0.011,0.84,$\pm$0.027,\textbf{0.983},$\pm$3.6e-3
NIn15_r25,0.608,$\pm$0.038,0.621,$\pm$0.03,0.671,$\pm$0.016,0.719,$\pm$0.046,\textbf{0.899},$\pm$1.3e-3
NIn15_r30,0.64,$\pm$0.014,0.698,$\pm$0.048,0.721,$\pm$0.018,0.752,$\pm$0.025,\textbf{0.952},$\pm$2.0e-3
NIn15_r35,0.639,$\pm$0.021,0.736,$\pm$0.027,0.731,$\pm$0.03,0.774,$\pm$0.032,\textbf{0.969},$\pm$1.1e-3
NIn15_r40,0.642,$\pm$7.4e-3,0.768,$\pm$0.023,0.717,$\pm$0.017,0.776,$\pm$0.037,\textbf{0.977},$\pm$4.8e-4
