Instance,Prufer-mean,NetKeys-mean,Prim-mean,Kruskal-mean,GPrim-mean
NIn9,\textbf{139.5},413.6,155.2,207.0,205.3
NIn9,\textbf{115.7},227.6,141.9,164.5,198.9
NIn9,\textbf{132.2},350.4,153.2,194.4,201.2
NIn9,\textbf{129.7},294.5,148.8,185.9,200.0
NIn15,212.0,342.6,\textbf{207.8},240.2,457.9
NIn15,240.0,487.6,\textbf{219.0},261.9,441.3
NIn15,\textbf{185.5},271.5,202.7,224.6,444.2
NIn15,220.2,413.5,\textbf{212.1},250.8,444.5
