models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.8421051939019001,0.8942227495178501,5,0.030696268102189457,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.4736843130320223,0.00012242669078870957,11,0.04119055981395198,1.0,0.0,0.0,0.14285714285714285,0.0,0.0,1
C,0.6691729918372911,0.00014256880309474937,8,0.033095912926740634,1.0,0.7272727272727273,0.0,0.42857142857142855,0.05263157894736842,0.05,3
D,0.3157896421493488,0.00016926011516910363,14,0.05609227646729157,1.0,0.7272727272727273,0.125,0.0,0.0,0.0,2
E,0.052633182576873175,0.00038857402956834304,19,0.09177469216162515,1.0,1.0,0.875,1.0,0.0,0.2,4
F,6.964772427135296e-06,0.0009082191673189581,20,0.1267730960984868,1.0,1.0,0.875,1.0,0.42105263157894735,0.0,5
