models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.03561848488013982,0.7896059328682274,0.01266719518697074,8.4,0.690364927652914,28.36254894733429,0.0,0.18283189033189032,0.10458485958485957,0.13845238095238094,0.38994949494949493,0.0,0.7
NetKeys,0.03580446288186264,0.7919528147203454,0.02128813497493464,8.7,0.750535766798239,34.52683720588684,0.5847222222222223,0.0,0.1862851037851038,0.20595238095238094,0.5966414141414141,0.034999999999999996,2.3
Prim,0.03378746412266974,0.7721838041108389,0.010174108372483009,9.1,0.6962450464847831,19.832601714134217,0.7819444444444446,0.5405483405483406,0.0,0.40253968253968253,0.5172222222222221,0.01,3.3
Kruskal,0.03907552429884233,0.791641140610512,0.009155435435392828,8.3,0.7193518148958779,30.03175220489502,0.7594444444444445,0.5543109668109668,0.35633699633699634,0.0,0.5869191919191918,0.02,3.2
HMOEA,0.03334223702101689,0.745353823972893,0.02486757876646937,10.3,0.8486034185693931,39.577864265441896,0.265,0.19160173160173158,0.1305769230769231,0.12345238095238094,0.0,0.045000000000000005,0.3
GPrim,0.0001509439926927941,0.5375325422629567,0.04962276537164202,20.0,0.8842394319619664,25.953068876266478,0.9455555555555556,0.8821031746031747,0.6721520146520147,0.74,0.8589898989898991,0.0,5.0
