models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.7948727059776106,0.0022981277592544736,9,0.3058373805436211,0.0,0.75,0.8888888888888888,0.6666666666666666,3
"1.6.9.0.4.1_(0.8, 0.2)",0.9230769494951888,0.000260121629451331,4,0.04567698701042958,0.0,0.0,0.1111111111111111,0.0,0
"1.6.9.0.4.2_(0.8, 0.1)",0.7948727021445327,0.002493762892472044,9,0.30585620188718227,0.1111111111111111,0.5,0.0,0.4444444444444444,1
"1.6.9.0.4.3_(0.7, 0.2)",0.7948725986920269,0.0024640754698841217,9,0.30725126752931864,0.2222222222222222,0.75,0.5555555555555556,0.0,2
