models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.05647509522802744,0.7874252218554454,0.024395453573957167,5,0.1820243060326345,0.0,0.0,0.0,0.0,0.0,0
B,0.055653259959227395,0.7438804635355524,0.025882514409129295,9,0.26044678285664297,1.0,0.0,0.07142857142857142,0.5,0.0,2
C,0.04059456507752393,0.6278596560143616,0.021771177231351867,14,0.3646584877979333,1.0,0.3333333333333333,0.0,0.6,0.0,3
D,0.04940824011384449,0.7506642724957802,0.03147958327660328,10,0.27083118496460623,1.0,0.1111111111111111,0.14285714285714285,0.0,0.05,1
E,0.011032053859144427,0.644280454202286,0.11751515154512844,20,0.8063615427504833,1.0,0.8888888888888888,0.35714285714285715,0.8,0.0,4
