models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9802130463210581,0.0036292384064651262,5,0.4377801420329695,239.19215726852417,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0
NetKeys,0.9271378308040493,0.0067362152566851925,22,0.6084108293076238,1182.8005816936493,0.4,0.0,0.0,0.0,0.0,0.0,1
Prim,0.9529077266004765,0.01006203791263442,9,0.5224778435125172,191.88391399383545,1.0,0.5909090909090909,0.0,0.0,0.25,0.0,3
Kruskal,0.9829511291774204,0.0025835878668336466,6,0.5475041713642901,347.066534280777,1.0,0.6818181818181818,1.0,0.0,0.3333333333333333,0.0,4
HMOEA,0.7125672448588519,0.0053219026328981305,12,0.9347189726784924,4195.430402517319,0.8,0.9545454545454546,0.0,0.0,0.0,0.0,2
GPrim,0.7891123611331594,0.0014427666053320792,83,0.6978354041197964,275.63574743270874,1.0,1.0,1.0,1.0,0.5833333333333334,0.0,5
