models,delta,spacing,onvg,hypervolume,c_1.6.4.0.0.1,c_1.6.4.0.1.1,c_1.6.4.0.2.1,c_1.6.4.0.3.1,c_1.6.4.0.4.1,c_1.6.4.0.5.1,score
1.6.4.0.0.1,0.8205128323875734,0.00011697861224094543,8,0.03402793525241873,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.125,0
1.6.4.0.1.1,0.8717948796948783,0.00018774564061702596,6,0.029258939811719092,0.625,0.0,0.3333333333333333,0.2,0.16666666666666666,0.375,1
1.6.4.0.2.1,0.8717948797531293,9.008529955889322e-05,6,0.025797187604239144,0.75,0.6666666666666666,0.0,0.2,0.3333333333333333,0.5,2
1.6.4.0.3.1,0.8974359039795471,0.44718502806032107,5,0.026819787143083213,0.875,0.5,0.8333333333333334,0.0,0.16666666666666666,0.25,3
1.6.4.0.4.1,0.8871794932563346,0.00018312687999002842,6,0.042375978644255165,1.0,0.3333333333333333,0.6666666666666666,0.4,0.0,0.375,5
1.6.4.0.5.1,0.8388278486020823,9.274262226867223e-05,8,0.037384612158957185,0.75,0.5,0.5,0.4,0.16666666666666666,0.0,3
