models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9191919230528421,0.5478181915136274,5,0.117192694086109,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.9164371055511664,0.28864425890548057,12,0.2037723430682855,1.0,0.0,0.375,0.2857142857142857,0.0,0.0,2
C,0.9379509395799223,0.3535322294936241,8,0.12123073649802263,1.0,0.16666666666666666,0.0,0.21428571428571427,0.0,0.0,2
D,0.8780108902487618,0.8418368721313282,14,0.3392852957879216,1.0,0.5,0.125,0.0,0.0,0.0,2
E,0.5064934159474679,0.18558115608684017,57,1.5521174601743652,1.0,1.0,1.0,1.0,0.0,0.28125,4
F,0.4343435127019655,0.21298157909405233,64,1.6113317907489006,1.0,1.0,1.0,1.0,0.6491228070175439,0.0,5
