models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.970824401187096,0.85964909921143,0.0003497081666405629,4,0.013648120607875184,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.5123475498772272,0.47368425197127206,7.781868614487961e-05,11,0.02261804517918356,1.0,0.0,0.2,0.08333333333333333,0.0,0.0,1
C,0.27838824921388106,0.26315795034268347,3.3387172767959343e-06,15,0.027284768005313754,1.0,0.36363636363636365,0.0,0.16666666666666666,0.05,0.05,2
D,0.5937171082882247,0.421052702333922,0.00021445951378825398,12,0.03220055659482996,1.0,0.8181818181818182,0.4,0.0,0.0,0.0,3
E,6.594665167409233e-05,6.519232535942457e-06,0.0004585796397384377,20,0.06288529473235067,1.0,0.9090909090909091,0.4666666666666667,0.9166666666666666,0.0,0.15,4
F,6.597203959013045e-05,6.518110785899729e-06,0.000457658765705256,20,0.06288189676977994,1.0,0.9090909090909091,0.4666666666666667,0.8333333333333334,0.25,0.0,5
