Instance,Prufer-mean,Prufer-std,NetKeys-mean,NetKeys-std,Prim-mean,Prim-std,Kruskal-mean,Kruskal-std,GPrim-mean,GPrim-std
NIn1,9.0,0.0,9.0,0.0,8.0,0.0,8.0,0.0,20.0,0.0
NIn2,7.0,0.0,9.0,0.0,9.0,0.0,12.0,0.0,20.0,0.0
NIn3,7.0,0.0,7.0,0.0,7.0,0.0,9.0,0.0,20.0,0.0
NIn4,7.0,0.0,10.0,0.0,8.0,0.0,9.0,0.0,20.0,0.0
NIn5,7.0,0.0,7.0,0.0,8.0,0.0,7.0,0.0,20.0,0.0
NIn6,10.0,0.0,7.0,0.0,7.0,0.0,6.0,0.0,20.0,0.0
