Instance,Prufer-mean,NetKeys-mean,Prim-mean,Kruskal-mean,GPrim-mean
NIn1,17.292683362960815,20.588449001312256,16.074873208999634,18.437852144241333,22.42027449607849
NIn2,17.30365300178528,22.42554926872253,16.042523860931396,18.374284267425537,22.567625284194943
NIn3,16.748098134994507,23.1646625995636,17.291094303131104,19.97815561294556,24.972059965133667
NIn4,17.101438999176025,23.14673638343811,17.565136432647705,19.83537530899048,24.463165283203125
NIn5,16.878676414489746,22.26241970062256,17.13886022567749,19.81304717063904,24.418643951416016
NIn6,17.48843765258789,21.22489070892334,18.14435887336731,19.659719705581665,24.17032742500305
