models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.05234376361727964,0.8176495380433325,0.02577674658949733,6,0.22068197046234908,0.0,0.0,0.0,0.0,0.0,0
B,0.04326202017094938,0.6929635358295397,0.019930369073754662,12,0.3338934091525741,1.0,0.0,0.08333333333333333,0.4,0.05,1
C,0.0447558841783212,0.6854772065885524,0.022259307557367505,12,0.3246305378584695,1.0,0.4166666666666667,0.0,0.4,0.1,4
D,0.04661460857569612,0.721207949055488,0.035222834803613504,10,0.31406128538501105,1.0,0.5,0.08333333333333333,0.0,0.1,2
E,0.011062778148377288,0.6439576471071357,0.11746049504066533,20,0.8062280556361037,1.0,0.5,0.08333333333333333,0.4,0.0,3
