models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9273618687548488,0.789473705922055,0.00017917480621495207,5,0.01982495672740003,0.0,0.0,0.0,0.0,0.0,0
B,0.4183300309602035,0.5157895688938382,9.936067746004645e-05,11,0.044993079858164926,1.0,0.0,0.3,0.3333333333333333,0.0,1
C,0.46368093865473076,0.5672515374508097,9.353928858193196e-05,10,0.04281142092517638,1.0,0.7272727272727273,0.0,0.3333333333333333,0.0,2
D,0.5172040385142654,0.6315790075291484,0.33329267656248124,9,0.041050268408656596,1.0,0.6363636363636364,0.6,0.0,0.0,3
E,0.18708289061762615,0.15789602231722435,0.0001189499783688363,17,0.0665724614798683,1.0,1.0,1.0,0.8888888888888888,0.0,4
