models,delta,spacing,nds,c_1.0.2.0.0.1,c_1.0.2.0.1.1,c_1.0.2.0.2.1,c_1.0.2.0.3.1,c_1.0.2.0.4.1,c_1.0.2.0.5.1
1.0.2.0.0.1,0.3966941957054164,0.28861458373385923,12,0.0,0.5384615384615384,0.6666666666666666,0.42857142857142855,0.5454545454545454,0.42857142857142855
1.0.2.0.1.1,0.2777777501791497,0.27729810094118923,13,0.3333333333333333,0.0,0.5833333333333334,0.42857142857142855,0.5454545454545454,0.42857142857142855
1.0.2.0.2.1,0.2975206427357376,0.00027806823603585023,12,0.25,0.3076923076923077,0.0,0.2857142857142857,0.36363636363636365,0.5
1.0.2.0.3.1,0.8333333281449581,9.669372044106143e-05,7,0.3333333333333333,0.46153846153846156,0.5833333333333334,0.0,0.5454545454545454,0.5
1.0.2.0.4.1,0.4799997003107509,0.30138972838466155,11,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.2857142857142857,0.0,0.2857142857142857
1.0.2.0.5.1,0.3905325145090136,0.2672343223120422,14,0.4166666666666667,0.46153846153846156,0.3333333333333333,0.2857142857142857,0.5454545454545454,0.0
