models,delta,spacing,nds,c_1.2.5.0.1.0,c_1.2.5.0.1.1,c_1.2.5.0.1.2,c_1.2.5.0.1.3,score
1.2.5.0.1.0,0.35999538552937504,0.6019599407179694,11,0.0,0.5454545454545454,0.5454545454545454,0.7,3
1.2.5.0.1.1,3.5290975281188074e-05,0.0058643391613215825,11,0.36363636363636365,0.0,0.36363636363636365,0.7,1
1.2.5.0.1.2,0.17999538866211265,0.3004911649596179,11,0.45454545454545453,0.6363636363636364,0.0,0.8,2
1.2.5.0.1.3,3.875450770210145e-05,0.006039051725312794,10,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.0,0
