models,delta,spacing,nds,c_1.2.7.0.2.0,c_1.2.7.0.2.1,c_1.2.7.0.2.2,c_1.2.7.0.2.3,score
1.2.7.0.2.0,0.3750001778303836,0.4477896270784563,5,0.0,0.2857142857142857,0.18181818181818182,0.375,0
1.2.7.0.2.1,4.652232984033352e-08,0.00010109646458123945,7,0.6,0.0,0.18181818181818182,0.375,1
1.2.7.0.2.2,0.5599998744492425,0.6465467217855406,11,0.4,0.5714285714285714,0.0,0.875,3
1.2.7.0.2.3,0.489796078561326,0.5178841556825922,8,0.4,0.5714285714285714,0.09090909090909091,0.0,2
