models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9728643224142024,1.602118211017345,6,0.291968515293886,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.9979899105433996,3.008743100664979,11,1.1944817366360576,1.0,0.0,0.0,0.0,0.0,0.0,1
C,0.9718592978968059,0.5163978869020912,6,0.16891640912638062,1.0,0.5454545454545454,0.0,0.125,0.0,0.0,3
D,0.9530988304176474,0.5123349414288783,16,1.0884501551959445,1.0,1.0,0.0,0.0,0.0,0.0,2
E,0.5786466916791014,0.5041477799043842,74,2.908838859226643,1.0,1.0,1.0,0.8125,0.0,0.15,4
F,0.5434242943808303,0.5000101005794795,100,3.239336125439335,1.0,1.0,1.0,1.0,0.47297297297297297,0.0,5
