models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.7948723615410779,0.002388074080770538,9,0.3077019373463047,0.0,0.8333333333333334,0.2222222222222222,0.3333333333333333,1
"1.6.9.0.4.1_(0.8, 0.2)",0.8871794916418065,0.000754049647862574,6,0.09467512670803195,0.1111111111111111,0.0,0.1111111111111111,0.0,0
"1.6.9.0.4.2_(0.8, 0.1)",0.7948723745950202,0.002408402821630039,9,0.30782423670938386,0.3333333333333333,0.8333333333333334,0.0,0.3333333333333333,2
"1.6.9.0.4.3_(0.7, 0.2)",0.7948727654619192,0.002461729676391244,9,0.30633695135856187,0.4444444444444444,1.0,0.5555555555555556,0.0,3
