models,delta,spacing,nds,c_1.0.5.0.4.0,c_1.0.5.0.4.1,c_1.0.5.0.4.2,c_1.0.5.0.4.3,c_1.0.5.0.4.4,c_1.0.5.0.4.5,c_1.0.5.0.4.6,c_1.0.5.0.4.7,score
1.0.5.0.4.0,0.5625000015771573,0.5271021467055244,9,0.0,0.46153846153846156,0.2777777777777778,0.1875,0.2631578947368421,0.10526315789473684,0.25,0.11764705882352941,1
1.0.5.0.4.1,0.37500000066109346,0.37554967199666595,13,0.1111111111111111,0.0,0.1111111111111111,0.0625,0.05263157894736842,0.05263157894736842,0.05,0.058823529411764705,0
1.0.5.0.4.2,0.11072665022971663,0.00018708820020722257,18,0.3333333333333333,0.46153846153846156,0.0,0.1875,0.15789473684210525,0.21052631578947367,0.15,0.23529411764705882,2
1.0.5.0.4.3,6.6669787616528234e-09,7.647006489709626e-05,16,0.4444444444444444,0.6923076923076923,0.5,0.0,0.3684210526315789,0.10526315789473684,0.3,0.29411764705882354,4
1.0.5.0.4.4,0.10493826065120047,0.00038974280386394416,19,0.4444444444444444,0.6923076923076923,0.6666666666666666,0.3125,0.0,0.2631578947368421,0.2,0.35294117647058826,3
1.0.5.0.4.5,0.19753075864121128,0.0008849439585497405,19,0.5555555555555556,0.8461538461538461,0.6666666666666666,0.5625,0.5263157894736842,0.0,0.5,0.29411764705882354,6
1.0.5.0.4.6,1.1018631719320195e-07,0.00033023712768703303,20,0.3333333333333333,0.6923076923076923,0.6111111111111112,0.5625,0.5789473684210527,0.3684210526315789,0.0,0.35294117647058826,5
1.0.5.0.4.7,0.3046874683245083,0.2424887273258166,17,0.5555555555555556,0.8461538461538461,0.5555555555555556,0.5625,0.5263157894736842,0.47368421052631576,0.4,0.0,7
