models,delta,spacing,nds,c_1.2.5.0.2.0,c_1.2.5.0.2.1,c_1.2.5.0.2.2,c_1.2.5.0.2.3,score
1.2.5.0.2.0,3.714735129838825e-05,0.00598144009115198,10,0.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0
1.2.5.0.2.1,4.272489169954152e-05,0.006284094280197904,9,0.5,0.0,0.6666666666666666,0.3333333333333333,2
1.2.5.0.2.2,4.1899900772274234e-05,0.0063084411118699765,9,0.6,0.3333333333333333,0.0,0.3333333333333333,1
1.2.5.0.2.3,4.259669618675299e-05,0.006354731559733995,9,0.6,0.6666666666666666,0.6666666666666666,0.0,3
