models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.768421051333425,0.8365936191204337,6,0.02016466041391939,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.421052692756429,0.00012084438936462616,12,0.026039290006901243,1.0,0.0,0.4166666666666667,0.4166666666666667,0.0,0.05,1
C,0.4210526897353408,0.00017362354814293683,12,0.027846904765538347,1.0,0.5,0.0,0.4166666666666667,0.05,0.1,3
D,0.4210526829058588,5.483829247221111e-05,12,0.023064861324407812,1.0,0.4166666666666667,0.08333333333333333,0.0,0.0,0.05,1
E,6.518246791090304e-06,0.0004575914192702764,20,0.06288294120418056,1.0,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.0,0.3,5
F,6.194775537382357e-06,0.00045906745725022305,20,0.06292852081268242,1.0,0.8333333333333334,0.75,0.8333333333333334,0.1,0.0,4
