models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.03956891100459762,0.7946288209208591,0.00128095754840028,8,0.6764665123770247,18.88936972618103,0.0,0.25,0.1111111111111111,0.0,0.4,0.0,1
NetKeys,0.04186052197688737,0.7955586909133068,0.007288621814930697,8,0.7208862964951535,27.040674686431885,0.375,0.0,0.1111111111111111,0.1111111111111111,0.4,0.0,2
Prim,0.031509599703198984,0.7779101138536211,0.020136091235963705,9,0.6777572357479497,16.996269941329956,0.75,0.625,0.0,0.2222222222222222,0.5,0.0,3
Kruskal,0.03554459810439564,0.7654501640319433,0.0063551453171450355,9,0.6787694728561866,22.576847314834595,1.0,0.75,0.6666666666666666,0.0,0.6,0.0,4
HMOEA,0.04365290873949395,0.7496435426351765,0.021951591130602063,10,0.8513865621423324,39.122151374816895,0.125,0.375,0.1111111111111111,0.0,0.0,0.05,0
GPrim,0.00012760047066978116,0.537365526091161,0.0493560145814643,20,0.8844113772429649,24.184025764465332,1.0,0.875,1.0,0.8888888888888888,0.9,0.0,5
