models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8715872781130317,0.011328563043125997,7,0.1274479259075133,0.0,0.0,0.0,0.0,0.0,0
B,0.8815397933868687,0.010415389014723742,9,0.1374084574016682,1.0,0.0,0.38461538461538464,0.2222222222222222,0.0,2
C,0.8295652194177945,0.012481879189339037,13,0.19613484011845872,1.0,0.3333333333333333,0.0,0.2222222222222222,0.0,1
D,0.7863491816436343,0.05246607975006334,18,0.41142083596457923,1.0,0.3333333333333333,0.6153846153846154,0.0,0.0,3
E,0.7963967769068799,0.08876453794388606,35,0.8215560048771213,1.0,1.0,1.0,1.0,0.0,4
