models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9454545477205412,1.6020421742426112,6,0.14237644017504292,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.8909090999661777,0.00010275746769743958,16,0.2521756382075504,1.0,0.0,0.2,0.29411764705882354,0.0,0.0,1
C,0.9225589280637809,0.42163379883362007,10,0.13996918947088194,1.0,0.5,0.0,0.47058823529411764,0.0,0.0,3
D,0.858585882484943,0.4373874829088081,17,0.4047375651331038,1.0,0.375,0.0,0.0,0.0,0.0,2
E,0.5355373447893629,0.4124499820620369,56,0.8998107858055411,1.0,1.0,1.0,1.0,0.0,0.15584415584415584,4
F,0.28495520895788423,0.1139396195022926,77,1.7091769583264051,1.0,1.0,1.0,1.0,0.75,0.0,5
