models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9367300478848813,0.011095072161086982,6,0.07737161361724963,0.0,0.0,0.0,0.0,0.0,0
B,0.9350372412264623,0.008196064447954659,10,0.10577043267794387,1.0,0.0,0.1111111111111111,0.0,0.0,1
C,0.9473305275853025,0.01637041789399208,9,0.09778733647871429,1.0,0.2,0.0,0.17647058823529413,0.0,2
D,0.9154418574172928,0.008971075333123964,17,0.175565337994664,1.0,0.7,0.3333333333333333,0.0,0.0,3
E,0.9289069236279531,0.06128336486945514,75,0.8292174546874287,1.0,1.0,1.0,1.0,0.0,4
