models,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.8976324773774207,0.021949224696593484,5,0.8979058757542533,337.4098584651947,0.0,0.2857142857142857,0.1,0.0,0.2,0.0,1
Prufer,0.9752458450776544,0.005302957497493277,7,0.7472472220804106,130.00500535964966,0.0,0.0,0.4,0.0,0.0,0.0,0
NetKeys,0.9726837641985923,0.018884651509575714,10,0.8238790856876669,135.70911955833435,0.2,0.42857142857142855,0.0,0.2222222222222222,0.2,0.0,2
Prim,0.9605959753032377,0.00658294340466962,9,0.7683675123753907,105.67557621002197,0.4,1.0,0.5,0.0,0.0,0.0,3
Kruskal,0.9780594462565907,0.013175518287261958,5,0.8460362639558423,114.58874416351318,0.4,1.0,0.6,1.0,0.0,0.0,4
GPrim,0.9689414401335805,0.048282980462451025,23,0.9584102950393282,176.83098578453064,1.0,1.0,1.0,1.0,1.0,0.0,5
