models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.9688983297021895,0.004900414819865721,8,0.5657078513140125,243.46265316009521,0.0,0.19047619047619047,0.0,0.0,0.0,0
NetKeys,0.9017490883391314,0.01280015031871931,21,0.7255504600112737,1136.1659622192383,0.25,0.0,0.0,0.0,0.0,1
Prim,0.9777106568401015,0.004821568793298121,10,0.5955227721498374,164.63257336616516,1.0,0.2857142857142857,0.0,0.3684210526315789,0.0,3
Kruskal,0.9255069533344764,0.008771581157909573,19,0.783987737638029,283.6679894924164,0.875,1.0,0.0,0.0,0.0,2
GPrim,0.7637230830443372,0.0022884967067743817,100,0.7540317858845658,233.34673595428467,1.0,1.0,1.0,0.8947368421052632,0.0,4
