models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9562289579618904,5.9302312372153164e-05,7,0.12326979738869628,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.9136822754173901,0.28863834021767226,12,0.26184123821800037,1.0,0.0,0.0,0.125,0.0,0.0,1
C,0.9360269398736067,1.5670073267848625,10,0.1769639312271969,1.0,0.4166666666666667,0.0,0.1875,0.0,0.0,2
D,0.8922559011278316,0.34163094162413465,16,0.40808398250063016,1.0,0.75,0.4,0.0,0.0,0.0,3
E,0.48585841494765913,0.21797307518952783,61,1.6217206553193,1.0,1.0,1.0,1.0,0.0,0.3055555555555556,4
F,0.29264495823883685,0.0012467064361968813,72,1.61224341688157,1.0,1.0,1.0,1.0,0.6065573770491803,0.0,5
