models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9401516133913863,0.02215697286164351,4,0.06712143955508341,24.002363443374634,0.0,0.0,0.0,0.0,0.0,0
B,0.9536410903493828,0.0014689805669970022,4,0.038897502518990434,25.19524121284485,0.75,0.0,0.5714285714285714,0.3333333333333333,0.0,2
C,0.9180491382128979,0.0259949313494638,7,0.12089333687276424,28.01788592338562,1.0,0.0,0.0,0.16666666666666666,0.0,1
D,0.936488761885172,0.02636324732217331,6,0.09029644658199122,32.473618507385254,1.0,0.5,0.7142857142857143,0.0,0.0,3
E,0.7255687773373659,0.0149065561948439,21,0.337366440392145,40.822572231292725,1.0,1.0,1.0,1.0,0.0,4
